OBJECTID,SDOT Unit ID,SPR Unit ID,SDCI Unit ID,SPU Tree Unit ID,SPU Planting Unit ID,Pest Unit ID,Source Department,Scientific Name,Common Name,DBH,Ownership,Unit Description,GLOBALID,x,y,DN_AF1,lat,lon
"41584252",TRE-1064924,,,,,TRE-1064924,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"5",Seattle Department of Transportation,7905 17TH AVE SW,5d9e8b44-0337-4367-8c6e-77e83f3d84ba,1264066.44422415,197719.330408633,88.8275604248047,47.5318303934,-122.3568932142
"41584260",TRE-1064568,,,,,TRE-1064568,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"34",Private,9431 18TH AVE SW,3497c394-0f6a-4ff2-9870-82eb02ef19d7,1263699.9538154,192768.047004133,89.8108596801758,47.5182392550,-122.3579794057
"41585023",TRE-31062,,,,,TRE-31062,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"34",Private,2435 6TH AV W,c9ccd955-d084-46f3-8928-1ac8af8223dd,1262811.00021273,237709.000101045,86.9949340820312,47.6413717746,-122.3651961899
"41585144",TRE-9084,,,,,TRE-9084,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"10",Private,6021 32ND AVE NE,d270eec3-4359-4aca-8245-b7f78d8d81db,1280739.00011781,248855.999788627,87.5322799682617,47.6728806865,-122.2933426299
"41585215",TRE-48759,,,,,TRE-48759,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"29",Private,3711 E MADISON ST,8021056f-d7d7-47b6-8045-b24101d97c45,1282697.99980873,233433.00012289,87.9324493408203,47.6307078665,-122.2842124412
"41585323",TRE-51447,,,,,TRE-51447,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"51",Private,650 NW 81ST ST,f8c78834-8e03-4f9b-b133-635a74df5d84,1263033.99976672,254615.000081629,85.4916229248047,47.6877223104,-122.3656571922
"41585324",TRE-18538,,,,,TRE-18538,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"28",Private,11755 ROOSEVELT WY NE,4e3237b3-2d01-457d-b5d3-6261e5758631,1274874.22936706,264621.412811548,85.6112594604492,47.7157857400,-122.3183776634
"41585384",TRE-84320,,,,,TRE-84320,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"31",Private,6601 HOLLY PL SW,df03d896-1839-4a6e-b4a9-7d2c9828b3ae,1255932.99986114,202612.00008522,86.8352203369141,47.5447946824,-122.3902108747
"41585471",TRE-8976,,,,,TRE-8976,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"52",Private,2701 NE 62ND ST,eb87a3af-b174-4a5a-8220-412c75634045,1279481.00000915,249219.999716803,86.6437377929688,47.6738128656,-122.2984759679
"41585524",TRE-8269,,,,,TRE-8269,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"15",Private,5011 5TH AV NE,5d7c2141-8dca-4572-afdd-fb0043398ebd,1273384.00006406,246266.000047386,87.1205368041992,47.6653951447,-122.3229870008
"41585691",TRE-79487,,,,,TRE-79487,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"16",Private,5905 BEACH DR SW,6a300d61-42ba-4b47-b9f3-f501e14ac8b2,1254103.00024031,204565.000116214,,47.5500459803,-122.3977796703
"41585754",TRE-57963,,,,,TRE-57963,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"34",Private,322 31ST AVE,b50ad56a-1860-46e8-884b-145d9b2a69f0,1280457.00002564,224060.00016813,85.5684814453125,47.6049003254,-122.2925787334
"41585912",TRE-25676,,,,,TRE-25676,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"13",Private,2328 NE 104TH ST,67c4bbf9-476f-46de-b42c-754f7af9e5cb,1278664.00000273,260354.000086546,87.2033233642578,47.7042882849,-122.3026543786
"41585923",TRE-74377,,,,,TRE-74377,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"38",Private,3122 14TH AV S,9adb3c43-4ea9-4374-9d5e-aff973892bf4,1274854.00007682,213329.999974638,88.1878662109375,47.5751960655,-122.3144499515
"41585986",TRE-15567,,,,,TRE-15567,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"14",Private,502 N 138TH ST,cdbc51f2-2bce-4f38-ae2f-fb6a14220a0c,1266445.99983248,269875.000073388,86.8590545654297,47.7297345400,-122.3530302728
"41586129",TRE-5711,,,,,TRE-5711,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"33",Private,609 N 48TH ST,dce85244-b1e4-4919-a7ac-73b3477aac1b,1266448.00015657,245726.99981305,87.6698532104492,47.6635462449,-122.3510870855
"41586293",TRE-57222,,,,,TRE-57222,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"53",Private,805 27TH AVE,4e0900f9-572d-4577-8320-4027f5777e6b,1279241.99983098,225649.999940887,86.153938293457,47.6091952417,-122.2976256332
"41586592",TRE-25329,,,,,TRE-25329,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"38",Private,3233 NE 92ND ST,9f62230c-26cd-46d9-922e-da2f4e16c62b,1281279.00002205,257131.999968886,88.0257949829102,47.6955931919,-122.2917877798
"41588001",TRE-1152588,,,,,TRE-1152588,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"24",Private,1234 MCGILVRA BLVD E,e0510055-2f7d-4a8b-91dc-5b34450aab9f,1283471.26433831,233480.911444381,87.544921875,47.6308791128,-122.2810805678
"41588039",TRE-1152553,,,,,TRE-1152553,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"22",Private,4221 E LEE ST,9eea2a62-848c-497e-98e1-642563808c6d,1284120.65345947,233458.542394638,87.7875900268555,47.6308512584,-122.2784456307
"41588090",TRE-1152451,,,,,TRE-1152451,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"32",Private,1207 MCGILVRA BLVD E,f2288e02-f894-4d12-bebf-93557b2d2e72,1283362.10707632,233111.398075804,87.3623046875,47.6298606453,-122.2814949945
"41588107",TRE-1152469,,,,,TRE-1152469,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"28",Private,4206 E HIGHLAND DR,d884552a-1a24-4abd-b7f1-ac24f2b8a981,1283940.05309889,233091.409926802,88.0192260742188,47.6298356474,-122.2791499817
"41588250",TRE-1152314,,,,,TRE-1152314,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"32",Private,438 25TH AVE E,29e0cb7e-4060-4b5a-8da7-b13cb2f90a0c,1278819.71196164,230952.399441049,87.2603759765625,47.6237070360,-122.2997468397
"41588285",TRE-1152274,,,,,TRE-1152274,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"62",Private,449 24TH AVE E,ae1e03fb-7201-43a7-976b-f95fc9fbdeff,1278444.55785631,231101.035298631,87.3083801269531,47.6240948387,-122.3012793451
"41588295",TRE-1152206,,,,,TRE-1152206,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"2",Seattle Department of Transportation,E MERCER ST & 26TH AVE E,1b601c72-4c23-4fbd-8fe6-000c06d1b783,1279062.76626556,231192.077439383,86.6841659545898,47.6243766834,-122.2987799166
"41588371",TRE-1152135,,,,,TRE-1152135,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"28",Private,490 LAKE WASHINGTON BLVD E,db022196-0d7e-4d1c-a35d-9c2bedb2879a,1281757.81861822,230986.165777713,87.9209289550781,47.6239524411,-122.2878372524
"41588373",TRE-1152137,,,,,TRE-1152137,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"24",Private,502 LAKE WASHINGTON BLVD E,ff87f9f6-93b1-409f-a648-41b1b8c34418,1281710.7934498,231009.842239544,88.0615921020508,47.6240149017,-122.2880297255
"41588375",TRE-1152139,,,,,TRE-1152139,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"28",Private,502 LAKE WASHINGTON BLVD E,cd65e90d-0b2a-4e8a-b025-d217ca55959b,1281681.54482064,231030.287736714,88.0798797607422,47.6240694271,-122.2881498782
"41588381",TRE-1152146,,,,,TRE-1152146,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"5",Private,3303 E FORD PL,75042954-2cc1-4c17-a8f9-2cd4dadc6495,1281573.88952415,231057.12889038,88.1852035522461,47.6241374188,-122.2885884139
"41588382",TRE-1152147,,,,,TRE-1152147,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"5",Private,3303 E FORD PL,e3707ce5-395d-4ff5-8336-6e8716a62e38,1281569.92594939,231058.657102555,88.1852035522461,47.6241414022,-122.2886046010
"41588385",TRE-1152152,,,,,TRE-1152152,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"26",Private,3303 E FORD PL,7acae8d6-8d1d-49da-8dd4-cd3ea8cab0a9,1281527.72032514,231071.229255885,88.1519317626953,47.6241736744,-122.2887766838
"41588443",TRE-1152065,,,,,TRE-1152065,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"14",Private,310 39TH AVE E,5ced8845-bc97-40bc-9fa7-11f293daba33,1283239.28809622,230026.438694552,88.3579254150391,47.6213984251,-122.2817575435
"41588454",TRE-1152077,,,,,TRE-1152077,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"15",Private,MCGILVRA BLVD E,b294e880-0e02-468a-9918-173e4402c7df,1282880.68218614,230248.336872801,87.7800674438477,47.6219881369,-122.2832283533
"41588458",TRE-1152081,,,,,TRE-1152081,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"18",Private,3718 E HIGH LN,8e4b7e63-5d7c-45ca-aec9-0dee00a82feb,1282479.50877589,229836.907905638,87.3544387817383,47.6208396782,-122.2848233420
"41588462",TRE-1152086,,,,,TRE-1152086,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"15",Private,3700 E HIGH LN,ad793527-38d1-43cf-aac7-70869092ab03,1282356.90567464,229950.255776048,87.1756973266602,47.6211440246,-122.2853290647
"41588463",TRE-1152087,,,,,TRE-1152087,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"15",Private,3700 E HIGH LN,8331c292-26e5-49ab-9a51-81822690d294,1282349.36894432,229956.770526797,87.1756973266602,47.6211614917,-122.2853601183
"41588513",TRE-1151994,,,,,TRE-1151994,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"24",Private,405 LAKE WASHINGTON BLVD E,e41bb18e-a168-41e8-b56d-f69bfdaa1e2c,1282301.13019565,230791.634998798,87.4544296264648,47.6234473608,-122.2856195682
"41588515",TRE-1151996,,,,,TRE-1151996,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"16",Private,439 MCGILVRA BLVD E,78d71cd2-11ef-4458-8b9e-d3edfe71f9f4,1282385.15233731,230825.981714889,87.4763717651367,47.6235458513,-122.2852815403
"41588581",TRE-1151913,,,,,TRE-1151913,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"26",Private,825 HILLSIDE DR E,029ec749-ad6f-49fd-9740-acd03156e618,1282706.19467422,232037.146615386,87.5313034057617,47.6268822536,-122.2840724989
"41588591",TRE-1151923,,,,,TRE-1151923,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"14",Private,610 HILLSIDE DR E,100e0934-e8f5-4fe5-9498-275ad173dd12,1282417.18475357,231437.62058346,87.6470565795898,47.6252240108,-122.2851984589
"41588631",TRE-1151892,,,,,TRE-1151892,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"5",Private,3303 E FORD PL,7564403c-8fab-42a9-9c41-c06c3c179b82,1281587.2822139,231139.34394905,88.1431121826172,47.6243634644,-122.2885404184
"41588632",TRE-1151893,,,,,TRE-1151893,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"5",Private,3303 E FORD PL,441a0625-fe24-4df5-8752-f9dd90ab4524,1281578.77304456,231139.213699967,88.1431121826172,47.6243626663,-122.2885749081
"41588702",TRE-1151814,,,,,TRE-1151814,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"39",Private,631 36TH AVE E,67f367de-8bd2-4fb9-bc61-73d7b6f10f3c,1281974.19613823,231772.638614222,87.9993209838867,47.6261193705,-122.2870202133
"41588974",TRE-1151490,,,,,TRE-1151490,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"40",Private,1702 LAKE WASHINGTON BLVD,d11e4ed8-80f2-4199-b96e-7ccb35c6f230,1283273.82477257,228255.383509636,88.1222457885742,47.6165457378,-122.2814823940
"41589015",TRE-1151456,,,,,TRE-1151456,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"32",Private,1620 Lake Washington BLVD,bb77ac07-629d-4615-8bfd-e36a5bcb986f,1283317.41982973,228055.026298806,88.3066940307617,47.6159988066,-122.2812903838
"41589088",TRE-1151301,,,,,TRE-1151301,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"32",Private,3401 34TH AV E,6f978af1-26d5-4656-96f3-efe77a5eab9e,1281449.50099339,229553.11450997,87.0337448120117,47.6200084683,-122.2889773794
"41589089",TRE-1151302,,,,,TRE-1151302,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"16",Private,3401 34TH AV E,57513a1e-e5d8-4af6-84c6-2cdc840cfeb3,1281448.79331765,229510.425947055,86.9658279418945,47.6198914223,-122.2889769745
"41589090",TRE-1151303,,,,,TRE-1151303,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"14",Private,3401 34TH AV E,c428af6f-bdbe-4480-b8ed-843d05593a6f,1281446.8691089,229499.187780544,87.0016021728516,47.6198605187,-122.2889839135
"41589093",TRE-1151306,,,,,TRE-1151306,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"7",Private,190 34TH AV E,5a8eeebe-80dd-4786-b868-54f0bdd1893f,1281448.67225489,229473.075299963,87.0016021728516,47.6197890379,-122.2889746008
"41589157",TRE-1151300,,,,,TRE-1151300,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"32",Private,3401 34TH AV E,18e8d734-a35c-4aa4-9bdc-e3d4c0c44789,1281447.85467122,229574.670897305,87.076545715332,47.6200674689,-122.2889857070
"41589669",TRE-1150712,,,,,TRE-1150712,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"24",Private,137 25TH AVE E,2ab1378e-f430-4556-90d1-c513d687d199,1278621.06308073,229645.434535295,87.4646377563477,47.6201142777,-122.3004512020
"41590016",TRE-1150244,,,,,TRE-1150244,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"3",Private,1630 36TH AVE,8bac9c6c-58fa-4bac-94a4-086fc0aff47c,1281917.34454589,228112.936287969,87.6842498779297,47.6160851824,-122.2869704039
"41590017",TRE-1150245,,,,,TRE-1150245,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"3",Private,1630 36TH AVE,6e0292fe-c2a9-4fe2-a691-9ae45def333b,1281915.50104564,228101.132833883,87.717887878418,47.6160527337,-122.2869769731
"41590156",TRE-1150084,,,,,TRE-1150084,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"40",Private,1526 36TH AVE,e359edd6-8ded-4755-8b7a-980d26786b80,1281906.92232265,227613.58328405,87.5922241210938,47.6147159160,-122.2869744122
"41590157",TRE-1150085,,,,,TRE-1150085,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"19",Private,1526 36TH AVE,9ff5f9ba-b7f1-4017-816e-f3b407f1d4d4,1281907.02205998,227624.596057296,87.5978775024414,47.6147461072,-122.2869748513
"41590158",TRE-1150086,,,,,TRE-1150086,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"23",Private,1526 36TH AVE,06f2e940-bd65-48ff-83a0-d5c2b9f8163d,1281908.43281831,227635.853580713,87.5978775024414,47.6147770371,-122.2869699946
"41590505",TRE-1149687,,,,,TRE-1149687,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"10",Private,2615 E PIKE ST,15ce153a-c89d-4f0e-a695-287d1d1a9f2d,1279162.89040914,227438.347085968,86.6629943847656,47.6140929623,-122.2980842639
"41590534",TRE-1149639,,,,,TRE-1149639,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"3",Private,1612 26TH AVE,c588b9a8-bdeb-42d5-ac4a-e73a6a86b99b,1279018.24666956,228058.248405218,86.0839996337891,47.6157845586,-122.2987184478
"41590535",TRE-1149640,,,,,TRE-1149640,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"8",Private,1612 26TH AVE,4e111b47-065b-47ae-ab49-7e40c91e14fe,1279017.04621264,228031.923326626,86.0839996337891,47.6157123391,-122.2987212819
"41590653",TRE-1149538,,,,,TRE-1149538,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"21",Private,1523 GRAND AVE,9d55d68e-fb0a-4956-ba04-2c635fb3251d,1282655.00940914,227290.912013382,87.4890365600586,47.6138701696,-122.2839172527
"41590655",TRE-1149541,,,,,TRE-1149541,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"24",Private,1523 GRAND AVE,f073cd72-0f06-406d-95a7-73e845300741,1282646.10161856,227258.796920136,87.49853515625,47.6137816817,-122.2839509072
"41590702",TRE-1149513,,,,,TRE-1149513,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"35",Private,1602 GRAND AVE,71492979-70e0-4976-89cd-54891fd2daa1,1282524.84201856,227808.712486967,87.5499649047852,47.6152827345,-122.2844844844
"41590705",TRE-1149516,,,,,TRE-1149516,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"40",Private,1538 GRAND AVE,42518bf0-71df-459f-a38e-051fd15b1b97,1282690.17370889,227438.402860135,87.4300003051758,47.6142762593,-122.2837859801
"41590729",TRE-1149462,,,,,TRE-1149462,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"18",Private,1440 MADRONA DR,6e0bd685-5102-4e28-b5db-7b68efcc97cf,1283014.60252197,227126.922183886,88.0010528564453,47.6134392445,-122.2824470835
"41590737",TRE-1149472,,,,,TRE-1149472,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"19",Private,3714 E UNION ST,9e5b1ee0-7de8-41b7-927e-50e1a644f202,1282379.52800472,227009.028390795,87.4580612182617,47.6130832858,-122.2850123893
"41590738",TRE-1149473,,,,,TRE-1149473,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"12",Private,3714 38TH AV,1d6b2e07-d4ee-4657-acc9-3ec45abcb1c5,1282384.57064556,226983.572076887,87.4580612182617,47.6130137708,-122.2849900020
"41590797",TRE-1149381,,,,,TRE-1149381,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"20",Private,1400 38TH AVE,6efd0e78-3929-41f2-a7cf-dd98fba63322,1282410.37964906,226918.729030713,87.4210586547852,47.6128373704,-122.2848804258
"41590800",TRE-1149384,,,,,TRE-1149384,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"30",Private,1128 38TH AVE,90c1a03d-817f-4216-9921-3f4d5216acf0,1282410.55090857,226700.592655972,87.0702972412109,47.6122394670,-122.2848630518
"41590805",TRE-1149390,,,,,TRE-1149390,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"34",Private,1122 36TH AVE,f1ca7412-53cd-44c7-97ef-828279b78ac9,1281878.76457056,226731.799614549,87.4298095703125,47.6122974884,-122.2870210261
"41590806",TRE-1149391,,,,,TRE-1149391,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"40",Private,1118 36TH AVE,23389afb-9971-417f-9427-e4fcd7204909,1281876.3128038,226663.088137805,87.403076171875,47.6121090232,-122.2870257025
"41590844",TRE-1149355,,,,,TRE-1149355,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"14",Private,3700 E MARION ST,48a1a793-b237-43ab-b175-369b88d81ef9,1282192.4794943,226053.872492716,86.9114532470703,47.6104555271,-122.2856975204
"41590902",TRE-1149261,,,,,TRE-1149261,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"39",Private,3203 E JAMES ST,43248762-4518-4e03-bc5b-3cdec7cca834,1280789.50165723,224724.715374127,86.3736343383789,47.6067395842,-122.2912821812
"41590903",TRE-1149262,,,,,TRE-1149262,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"39",Private,3203 E JAMES ST,0ac41992-c451-4349-adc4-32feb23fa81d,1280771.22971214,224724.898444638,86.0827865600586,47.6067391370,-122.2913562523
"41590989",TRE-1149119,,,,,TRE-1149119,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"37",Private,3616 E CHERRY ST,a1280bf9-f4f7-456f-9792-e46d99542a4e,1282054.70089848,225209.860729307,87.062370300293,47.6081349603,-122.2861913904
"41591010",TRE-1149143,,,,,TRE-1149143,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"38",Private,603 36TH AVE,9f59cd38-9555-4511-8102-89d1f247e7ff,1281764.52595389,224761.069960222,87.1520156860352,47.6068898009,-122.2873331433
"41591027",TRE-1149084,,,,,TRE-1149084,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"20",Private,3701 E MARION ST,aec6cdf0-d902-43d9-8630-4683b6db78fc,1282196.0109833,226009.724943221,86.8851470947266,47.6103347013,-122.2856798286
"41591082",TRE-1149066,,,,,TRE-1149066,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"5",Private,827 38TH AVE,728ab131-79d6-43dd-bebb-d35dacf61194,1282408.05386631,225883.780969381,87.0956344604492,47.6100004553,-122.2848107188
"41591086",TRE-1149071,,,,,TRE-1149071,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"32",Private,3721 38TH AVE,3d3b20e3-3cbc-471d-b52c-82bdbed01e54,1282415.96231505,225980.949410215,87.0848236083984,47.6102672031,-122.2847860926
"41591153",TRE-1148989,,,,,TRE-1148989,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"28",Private,E SPRUCE ST,f6e0dc52-f9a6-462c-8e63-538b4384eb57,1281812.09803723,223564.170123056,87.0589904785156,47.6036115611,-122.2870486822
"41591190",TRE-1148952,,,,,TRE-1148952,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"4",Private,175 LAKE WASHINGTON BLVD,fb32e5f6-f7f6-45e9-9aa3-f30c67c127e7,1282243.48693822,223339.66696313,88.2581634521484,47.6030185229,-122.2852831771
"41591375",TRE-1148573,,,,,TRE-1148573,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"13",Private,4016 50TH AVE S,e53744dc-b12c-4b69-b1bb-9f0aca60a903,1285599.99072389,210248.575363219,,47.5673084653,-122.2706889648
"41591423",TRE-1148550,,,,,TRE-1148550,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"19",Private,4033 48TH AVE S,42da0704-1ad9-4a51-8aa6-e879133c99b1,1284833.42860873,209986.084418386,88.0879669189453,47.5665496835,-122.2737736368
"41591427",TRE-1148555,,,,,TRE-1148555,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"10",Private,4033 48TH AVE S,7a2e41f4-e366-4b53-8283-c22cb3f731e9,1284828.44928798,209984.65233463,88.0879669189453,47.5665455026,-122.2737936942
